Title,Location,Description,Slug,Company,DateScraped
Cyber Security Specialist 2858567,"Sofia, Bulgaria","Keywords

                        Computer Security
                    Safety Principles
                    Firewalls (Computer Science)
                    Cryptography
                    Identity Management
                    Infrastructure Management
                    Network Architecture
                    Policy Governance
                    Logistics Operations
                    Operational Systems
                                                
        Description

        
        Technical Cyber Security Specialist - Till the end of the year - Remote in the EU

A client of Amass Technology are seeking a Technical Cyber Security Specialist (OT) to join an exciting consultancy. This is a highly hands-on role, responsible for developing NIS2 gap solutions and implementing robust security measures across operational technology (OT) environments.

Key Responsibilities:
Develop and implement NIS2 compliance solutions to address security gaps.
Design and optimize network architecture for secure and resilient OT environments.
Configure and manage Privileged Identity Management (PIM) solutions.
Implement encryption techniques to protect sensitive data.
Configure and maintain firewalls to safeguard critical infrastructure.
Experience with Firemon for firewall policy management.
Knowledge of Illumio for micro-segmentation and workload security.

Logistics:
ASAP start.
Project until the end of the year (likely to extend).
€30-35 p/h
Fully remote, must be based in an EU country.

If interested, please apply or reach me via mail:",cyber-security-specialist-2858567,Amass Technology,2025-04-10T07:50:44.020Z
Document Data Collection French Belgium,"Mississauga, Canada","Keywords

                        Training Data
                    Artificial Intelligence
                    Partnerships
                    Security Controls
                    Document-Oriented Databases
                    French
                    Ground Transportation
                                                
        Description

        
        Job description
Please Note: This is a paid voluntary study.



LXT is an emerging leader in AI training data to power intelligent technology for global organizations. In partnership with an international network of contributors, LXT collects and annotates data across multiple modalities with the speed, scale and agility required by the enterprise.


We are conducting a voluntary study to gather a diverse set of communications related to travel and events. This includes emails, e-mail attachments, or text messages for various services. 



We need authentic communications comprising emails, email attachments, and text messages in the following categories, including but not limited to:

Travel (flights, hotels, ground transportation, rental cars)
Entertainment (restaurant reservations, tickets, events)
Appointments (doctor visits, meetings)
Invitations (party invitations, event invitations)


Job requirements
Study Inclusion Criteria:

Participants must submit authentic emails, email attachments, or text messages.
All submitted documents must be in French.
You must be located in France.
Attention to detail and accuracy in document submission.
Ability to follow project guidelines and meet deadlines.
Payment: You will receive $2.00 per approved e-mail, attachment, or text message submitted. There is no limit to the number of submissions, allowing you to earn based on the volume of approved entries. 



Approval criteria: Communications must be authentic and fall into one of the specified categories.



Your privacy is important to us. We will apply appropriate security controls to all submitted assets and they will be used for the purposes listed in the informed consent form which you will receive if you are selected for this study.",document-data-collection-french-belgium,LXT.ai,2025-04-10T07:50:44.397Z
Document Data Collection German Austria,"Mississauga, Canada","Keywords

                        Training Data
                    Artificial Intelligence
                    Partnerships
                    Security Controls
                    Document-Oriented Databases
                    Ground Transportation
                                                
        Description

        
        Job description
Please Note: This is a paid voluntary study.



LXT is an emerging leader in AI training data to power intelligent technology for global organizations. In partnership with an international network of contributors, LXT collects and annotates data across multiple modalities with the speed, scale and agility required by the enterprise.


We are conducting a voluntary study to gather a diverse set of communications related to travel and events. This includes emails, e-mail attachments, or text messages for various services. 



We need authentic communications comprising emails, email attachments, and text messages in the following categories, including but not limited to:

Travel (flights, hotels, ground transportation, rental cars)
Entertainment (restaurant reservations, tickets, events)
Appointments (doctor visits, meetings)
Invitations (party invitations, event invitations)


Job requirements
Study Inclusion Criteria:

Participants must submit authentic emails, email attachments, or text messages.
All submitted documents must be in German.
You must be located in Germany.
Attention to detail and accuracy in document submission.
Ability to follow project guidelines and meet deadlines.
Payment: You will receive $2.00 per approved e-mail, attachment, or text message submitted. There is no limit to the number of submissions, allowing you to earn based on the volume of approved entries. 

Approval criteria: Communications must be authentic and fall into one of the specified categories.



Your privacy is important to us. We will apply appropriate security controls to all submitted assets and they will be used for the purposes listed in the informed consent form which you will receive if you are selected for this study.",document-data-collection-german-austria,LXT.ai,2025-04-10T07:50:44.712Z
Immediate Hiring File Transfer Engineer Sterling Integrator Sheffield Uk Hybrid,"Sheffield, United Kingdom","Keywords

                        Unix
                    File Transfer
                    Cryptography
                    Data Security
                    File Transfer Protocol (FTP) SSL Extension
                    Connect-Direct (Internet Protocols Based Network Software)
                    Production Support
                    Transmisión
                    Extensible Markup Language (XML)
                    Transport Layer Security
                    File Transfer Protocol (FTP)
                    Administrative Operations
                    Operational Systems
                    Safety Principles
                                                
        Description

        
        Job Title:	MFT Support Engineer
Location:	Sheffield / London, UK  ( Hybrid) 
Rate-450 GBP/day Inside IR35

Please share your CV to 

Essential Experience
•	Experience of Managed File Transfer products (Connect:Direct, Sterling B2B integrator, Sterling File Gateway, etc)
•	Hands on experience of transmissions protocols (sFTP, C:D, AS2, FTPS etc)
•	Good understanding of the Secure plus protocols (TLS /SSL etc)
•	Networking and security experience of cryptography applications and data security
•	Hands on administration experience of Windows and Unix, operating systems
•	Windows/Unix scripting experience and XML coding
•	Unix/Windows Connect Direct support experience
•	Willing to work in 24*7 Production Support model",immediate-hiring-file-transfer-engineer-sterling-integrator-sheffield-uk-hybrid,,2025-04-10T07:50:45.036Z
Devsecops Engineer 2838392,"Paris, France","Keywords

                        Kubernetes
                    Safety Principles
                    Devsecops
                    Continuous Integration
                    Automation
                    Prometheus
                    Grafana
                    Amazon Web Services
                    Application Lifecycle Management
                    Penetration Testing
                    Auditing
                    Cloud Computing Security
                    Configuration Management
                    Information Systems
                    Computer Networks
                    Identity Management
                    Infrastructure Management
                    ISO/IEC 27001
                    Network Security
                    Open Web Application Security
                    PCI Data Security Standards
                    Ansible
                    Security Managing
                    Security Testing
                    Software Engineering
                    Systems Integration
                    Software Security
                    Containerization
                    GDPR
                    Terraform
                    Docker
                    Vulnerability Analysis
                                                
        Description

        
        As part of its information system overhaul project, our client is looking for an experienced DevSecOps engineer to join its teams. The candidate will have significant experience in securing CI/CD pipelines, cloud environments, and expertise in Kubernetes. The candidate will play a key role in protecting applications and systems throughout the development cycle.

Main Responsibilities:Kubernetes Security Management: Configure and maintain the security of Kubernetes clusters (network policies, secrets, activity monitoring, etc.).Development and Optimization of Secure CI/CD Pipelines to automate deployments and security tests.Management of Incident Detection and Response Systems using tools such as Prometheus, Grafana, etc.Implementation of Secure Solutions for Secret and Access Management with Vault.Compliance of Environments with Security Standards (ISO 27001, PCI-DSS, GDPR, etc.) by conducting regular audits and documenting processes.Collaboration with Development and Infrastructure Teams to integrate security at every stage of the application lifecycle.Analysis and Response to Security Incidents by implementing fixes and making recommendations to strengthen resilience.Training and Awareness of Internal Teams on security best practices, particularly around Kubernetes and containers.

Required Skills:Expertise in Kubernetes.Significant experience in CI/CD and integrating security into these pipelines.In-depth knowledge of application security principles (OWASP, Zero Trust, etc.).Proficiency in configuration management and automation tools (Terraform, Ansible, etc.).Knowledge of containerization technologies: Docker, Kubernetes, and associated tools.Ability to implement monitoring and alerting solutions (Prometheus, Grafana).Good knowledge of security testing: vulnerability scanning, penetration testing, network security.Familiarity with DevSecOps security tools.

Qualifications:3 to 5 years of experience in DevSecOps or a similar role.Kubernetes certifications and cloud security skills (AWS Certified Security, etc.) are a plus.Team spirit, proactivity, and ability to work independently.Ability to solve complex problems quickly and efficiently.",devsecops-engineer-2838392,gloccomslondon,2025-04-10T07:50:45.385Z
Pre Sales Proejct Manager,"Paris, France","Keywords

                        VoIP
                    Cisco
                    Tender Management
                    Cisco WebEx
                    Presales
                    Subcontractors Relationship Management
                    Telecommunications
                    Cisco Unified Communications Manager
                    Cloud Computing Security
                    Communications Security
                    Customer Demand Planning
                    Data Centers
                    Sales
                    Jabber
                    Local Area Networks
                    Network Security
                    Microsoft Visio
                    Habilidades Telefónicas
                    Pricing Strategies
                    Public Switched Telephone Networks
                    Sustainability
                    Telepresence
                    Unified Communications
                    Wide Area Networks
                    Managing Client Expectations
                    Wi-Fi Technology
                    Demonstration Skills
                    Television
                    Customer Support
                    Safety Principles
                                                
        Description

        
        Job Title: Pre-Sales Project Manager (Unified Communications) 
Location: France, Paris 
Remote Policy: 2 - 3 days on-site per week
Contract Type: 3-Year Project
Industry: Systems Integrator
 
About the Company: 
Our client is a leading telecommunications provider in France, offering cutting-edge solutions in mobile and fixed-line 
telephony, internet, and digital television services. Serving both consumer and business markets, the company is renowned for its innovative technology, high-quality connectivity, and customer-first approach. They are committed to sustainability, actively working to reduce their environmental footprint, while investing in the latest technological advancements and exceptional customer support.
 
Project Overview:
As part of selling and deploying customised solutions in Cisco Unified Communications (UC) technologies and VoIP (Voice over IP), our client requires the expertise of skilled project managers specialising in integration within these domains. This role involves crafting commercial proposals for integration services in response to client requests or tenders, ensuring tailored solutions that meet customer needs.

Key Responsibilities:

The scope of the service includes the following tasks for each client request:Manage client consultations (tenders, direct requests, RFIs, etc.).Qualify the request, including planning, critically, scope, and valuation.Develop a response strategy (GO/NO-GO decisions, subcontracting, deferral requests, and identification of required skills).Dimension the proposal by creating a workload plan.Establish migration strategies tailored to Cisco UC and VoIP solutions.Propose implementation schedules.Supervise the drafting of SLAs and penalties to meet client expectations.Request quotes from partners and subcontractors.Draft detailed ""integration service"" responses, showcasing the company's Cisco UC and VoIP offerings, and include supplementary annexes such as CVs, references, and testimonials.Participate in client presentations.Follow up on dossiers, including answering questions, negotiating tariffs, and managing scope changes.Participate in feedback sessions and contribute to knowledge capitalisation.Prepare internal business transfer meetings to hand over finalised dossiers to operational teams.

Required Skills and Experience:Experience writing responses to commercial requests, including RFIs and tenders.Strong understanding of Cisco Unified Communications (UC) and VoIP solutions (nice to have experience with technologies such as Cisco Call Manager (CUCM), Unity Connection, Jabber, Webex, Webex Calling, Webex Teams, or TelePresence).

Familiarity with ICT technologies is a bonus, including:LAN Campus, Wi-Fi, SD-WAN, and LAN Data Center.Network security principles such as secure communications, terminal/user security, cloud security, and dataprotection.Knowledge of SIP protocols, PSTN gateways, and event-driven communication platforms (nice to have).Proficiency with MS Office tools (Excel, Word, PowerPoint, Visio) for creating professional documentation.Fluency in written and spoken English to collaborate with international teams effectively",pre-sales-proejct-manager,gloccomslondon,2025-04-10T07:50:45.734Z
Hiring Desk Side Support Engineer Warsaw Poland Onsite,"Warszawa, Poland","Keywords

                        User Assistance
                    Backup Devices
                    Maintenance
                    Network Connections
                    Malware
                    Apple Mac Systems
                    Technical Support
                    Computer Security
                    Data Loss
                    Data Recovery
                    Data Security
                    Desktop Computing
                    Linux
                    Domain Name System (DNS)
                    IP Addressing
                    Virtual Private Networks (VPN)
                    Printing and Screen Printing
                    Service Improvement Planning
                    Viruses
                    Wireless Communications
                    Installation Technology
                    Software Troubleshooting
                    Peripherals
                    Laptops
                    Operational Systems
                                                
        Description

        
        Role : Desk Side Support Engineer
Location – Warsaw - Poland & Belgrade - Serbia
Work Mode - 5 day onsite 
Budget – 150 Euro per day
Contract duration - 6 months (May get extension)


Working alongside the Desk side support lead, you will be responsible for the timely delivery of services subject to SLA’s and KPI’s, and where applicable Service Improvement plans will be initiated to support and drive improvements across all areas of responsibilities. With the use of dashboards and reporting workloads will be managed across the team, providing insight on workload and effectiveness.
 
1.	Hardware Support: This involves troubleshooting and fixing hardware issues with desktop computers, laptops, printers, scanners, monitors, keyboards, mice, and other peripherals.
2.	Software Support: Helping with installing, configuring, and troubleshooting software applications, operating systems (such as Windows, macOS, Linux), and drivers.
3.	System Upgrades and Maintenance: Performing hardware and software upgrades, updates, patches, and maintenance tasks to ensure optimal performance and security of end-user systems.
4.	Virus and Malware Removal: In conjunction with the IT Security team. Detecting and removing viruses, malware, and other security threats from end-user systems to ensure data security and integrity is in place.
5.	Data Backup and Recovery: Assisting users with data backup procedures and performing data recovery operations in case of data loss or system failure.
6.	Network Connectivity: Troubleshooting network connectivity issues, including wired and wireless connections, IP addressing, DNS resolution, and VPN configurations, in conjunction with the IT Network team.",hiring-desk-side-support-engineer-warsaw-poland-onsite,,2025-04-10T07:50:46.084Z
Scom Specialist 2866572,"Newport, United Kingdom","Keywords

                        System Center Operations Management
                    Microsoft Azure
                    Data Centers
                    Laws (Professional Expertise)
                    Organization Development
                    Data Protection
                                                
        Description

        
        SCOM Specialist - £450/day via Umbrella - Short-term Contract - SCC Flex ContractWe are seeking a skilled and experienced SCOM SME to undertake a comprehensive review of an internal SCOM solution. Your responsibilities as SCOM SME: Conduct a thorough review of the existing SCOM solution.Collaborate with the BAU team to understand the deployment and current configuration.Create a detailed Low-Level Design (LLD) document.Provide recommendations based on industry best practices to optimize the SCOM solution.Ensure the solution aligns with organizational goals and standards. As a suitable SCOM SME, you will have:  Proven experience with SCOM solutions and server management.Strong understanding of Azure and Data Centre environments.Ability to create comprehensive documentation and provide actionable recommendations.Excellent communication and collaboration skills.Detail-oriented with a focus on best practices and optimization. If you are a results-driven SCOM SME with a passion for your work, we want to hear from you. Immediate start. References required.NOTE: At SCC, we take the privacy and security of your information very seriously, any information we hold will be by current data protection legislation. Upon submitting your application SCC will process your information in line with our privacy policy which can be found on our website under the Legal section -> Privacy Notice -> Flexible Resourcing",scom-specialist-2866572,Specialist Computer Centres PLC,2025-04-10T07:50:46.995Z
Compliance Officer 2797925,"Newark on Trent, United Kingdom","Keywords

                        Finance
                    Regulatory Requirements
                    Regulatory Compliance
                    Compliance Training
                    Computer Literacy
                    Trading
                    Stakeholder Management
                    Time Management
                                                
        Description

        
        Compliance OfficerSalary - CompetitiveFull Time, PermanentNewark, NG24 1BSHave you experience of working within the financial industry or Compliance before?Are you a logical thinker and able to work well under pressure?Are you organised and have good attention to detail?If this is you, then we have an exciting opportunity to join an established, respected, and growing company, Fiducia Commercial Network (which is a trading >Fiducia Commercial Network is also part of the Fiducia Group Limited family which is an established financial services group with over 20 years’ experience, and we are looking for a Compliance Administrator to join our expanding Compliance team within an ever-growing industry.What will you be doing?As a Compliance Officer, you will support the Compliance team in their role as responsible for the compliance and regulatory requirements. Supporting the Head of Compliance you should ideally have a certificate, or above which is a recognised qualifications through the ICA.The key responsibilities are:Monitor the firm’s appointed representatives ensuring all relevant regulatory requirements are met through client file checking.Ensure the firm’s prospective appointed representatives are effectively and efficiently on-boarded as appointed representatives, including references, statements of honesty and integrity, KYC, and all other relevant documentation to verify the directors of the firm and their employees.Complete tasks within the compliance monitoring plan.Deal with compliance queries raised by the appointed representatives in a timely manner.Maintain the firm’s compliance with Consumer Duty and report any concerns to the Head of Compliance. Feeds data and narrative to the Head of Compliance and ensures these are of high quality and accurate.Ensure the fitness and propriety of all Registered Individuals and Approved Persons on an annual basis.Notify the FCA of any approved persons performing a new controlled function, ceasing to perform a controlled function or any changes to their personal details.Comply at all times with the Compliance Training & Competence Scheme of the firm.Comply at all times with the requirements of the Financial Services and Markets Act 2000, and the FCA Principles Code of Practice.Ensure adequate and appropriate PII cover is in place.Manage and respond to all matters relating to the compliance inbox.You will use your fantastic verbal and written communication skills to build rapport using your exceptional attention to detail you also need to be able to see a job through to completion whilst juggling a workload.You will work within a team environment and take responsibility for achieving company goals in your role.What skills do you need to have?Other qualities we’re looking for:Excellent verbal & written communication skills.A structured and independent way of thinking.Exceptional attention to detail and able to see a job through to completion.Able to work well under pressureExperience of working with internal and external stakeholders.Computer literacy especially using Microsoft Excel.Excellent time management skills. Interested in this Compliance Officer role? Apply now with your updated CV.  INDLS",compliance-officer-2797925,Fiducia Group,2025-04-10T07:50:48.059Z
Field Test Engineer 2854290,"Valenciennes, France","Keywords

                        Data Analysis
                    Regulatory Compliance
                    Occupational Safety and Health
                    French
                    Technology Strategies
                    Manufacturing
                    System Testing
                    Test Planning
                    Test Scripts
                    Safety Principles
                                                
        Description

        
        Join a leading multinational technology company that specializes in providing intelligent engineering and technology solutions. This organization focuses on various sectors including engineering, manufacturing, data analytics, networks, and operations. Established in 1991, it has a strong global presence and partners with numerous top innovators to drive digital, autonomous, and sustainable advancements. The company is committed to delivering high-quality solutions that enhance efficiency and foster innovation across industries. 

Role: Conduct field tests on European rail systems (onboard and wayside) to ensure functionality, safety, and compliance. 

Key Responsibilities: 

Perform tests and document results. 

Develop and execute test plans. 

Collaborate with engineering teams to resolve issues. 

Ensure compliance with safety standards. 

Provide test reports and recommendations. 

Requirements: 

Bachelor's in engineering or equivalent experience. 

Experience in rail system testing. 

Knowledge of European rail standards. 

Strong problem-solving and communication skills. 

Willingness to travel extensively. 

Language: French mandatory.",field-test-engineer-2854290,Reed Talent Solutions Gmbh,2025-04-10T07:50:48.381Z
Commvault Backup Engineer Sheffield 60 Prozent And Remote 40 Prozent 7 8 Months,"North Yorkshire, United Kingdom","Keywords

                        Commvault
                    Data Migration
                    Disaster Recovery
                    Administrative Operations
                    Architecture
                    Confluence
                    Automation
                    Business Requirements
                    Change Management
                    Regulatory Compliance
                    Data Centers
                    Finance
                    Functional Design
                    Maintenance
                    Oracle Databases
                    Performance Tuning
                    Recovery Manager (RMAN)
                    Technical Writings
                    Block Storage
                    Custom Reports
                                                
        Description

        
        Commvault BackUp Engineer - Sheffield (60%) and Remote (40%) - 7-8 months + (Commvault, Backup, Back up, Back-up) Blue chip client is urgently looking for a Commvault BackUp Engineer Role is 60% onsite in Sheffield and 40% remote MUST BE PAYE THROUGH UMBRELLA - INSIDE IR35 Role Description: 
Backup Engineer (Commvault)
Must have experience:
 Experience in Commvault administration, including installation, configuration, and maintenance.
 Must have knowledge and (preferably) experience of Commvault Hyperscale solutions
 Ability to be able to architect and implement a complete new Commvault solution from nothing
 Have a deep understanding of IntelliSnap and its integration with block storage arrays
 Integration of Commvault with RMAN for Oracle Databases
 Hands-on experience with Commvault performance tuning and optimization.
 Knowledge of Commvault disaster recovery solutions.
 Experience with Commvault data migration and upgrade projects.
 Familiarity with Commvault Command Center and other monitoring tools.
 Understanding of Commvault licensing and compliance requirements.
 Strong documentation (Confluence), analytical and problem-solving skills.
 Strong abilities with using the Commvault reporting suite, preferably with knowledge to create custom reports
 Must have experience working in a finance background with adherence to strong change management practices Detailed JD:
 Should have 8-10 years of experience in Commvault administration.
 Understanding of functional requirements and translation of business requirements into technical specifications.
 Good understanding of traditional Data Centre architecture as well as automation technologies.
 Working Experience in handling and troubleshooting Commvault systems.
 Experience in implementing Commvault disaster recovery solutions.
 Experience in working on Commvault data migration and upgrade projects.
 Working Experience with Commvault Command Center and other monitoring tools.
 Demonstrate analytical and problem management skills.
 Ability to coach less experienced staff Please send CV for full details and immediate interviews. We are a preferred supplier to the client",commvault-backup-engineer-sheffield-60-prozent-and-remote-40-prozent-7-8-months,Octopus Computer Associates,2025-04-10T07:50:48.720Z
Performance Qualification Pq Engineer,"Visp, United Kingdom","Keywords

                        Auditing
                    Biology
                    Good Manufacturing Practices
                    Regulatory Compliance
                    Databases
                    Engineering
                    Quality Management
                                                
        Description

        
        We are seeking an experienced CQV Engineer to join our team on a contract basis, supporting a leading pharmaceutical manufacturing facility. The role will focus on clean utilities, HVAC, black utilities, and primarily performance qualification activities.

Key Responsibilities:Execute CQV activities for clean utilities, HVAC, black utilities.Develop and review validation documentation, including protocols (IQ/OQ/PQ).Ensure compliance with cGMP, FDA, and EU regulations.Perform risk assessments and troubleshoot validation issues.Work closely with cross-functional teams to ensure project deliverables are met.Support regulatory audits and inspections related to CQV.

Key Requirements:Proven experience in CQV within pharmaceutical manufacturing.Strong knowledge of clean utilities, HVAC, and black utilities.Familiarity with GMP, FDA, and EU regulatory requirements.Ability to write and execute IQ, OQ, and PQ protocols.Strong problem-solving and communication skills.

Darwin Recruitment AG is a Zurich based, SECO licensed, privately owned subsidiary of Darwin Professional Staffing Group Ltd (a Global IT Recruitment Consultancy).

Darwin Recruitment AG manages client relationships whilst also utilising Darwin Professional Staffing Group databases and networks to source Candidates and fulfil client requests.

We do not ask for a placement fee from Candidates/Employees.

If you wish to contact a specialist regarding this role, or your job search in general, please contact",performance-qualification-pq-engineer,Darwin Recruitment,2025-04-10T07:50:49.046Z
Commvault Backup Engineer 2868174,"North Yorkshire, United Kingdom","Keywords

                        Commvault
                    Data Migration
                    Disaster Recovery
                    Finance
                    Administrative Operations
                    Architecture
                    Confluence
                    Automation
                    Business Requirements
                    Change Management
                    Regulatory Compliance
                    Data Centers
                    Functional Design
                    Recruitment
                    Maintenance
                    Oracle Databases
                    Performance Tuning
                    Recovery Manager (RMAN)
                    Technical Writings
                    Block Storage
                    Custom Reports
                                                
        Description

        
        Job Title: Commvault Backup Engineer
Location: Sheffield (3 days per week in the office)
Salary/Rate: Up to £380.25 per day INSIDE IR35
Start Date: 
Job Type: Contract

Company Introduction
We have an exciting opportunity now available with one of our sector-leading financial services clients! They are currently looking for a skilled Commvault Backup Engineer to join their team for a six-month contract.

Job Responsibilities/ObjectivesExperience in Commvault administration, including installation, configuration, and maintenance.Must have knowledge and (preferably) experience of Commvault Hyperscale solutionsAbility to be able to architect and implement a complete new Commvault solution from nothingHave a deep understanding of IntelliSnap and its integration with block storage arraysIntegration of Commvault with RMAN for Oracle DatabasesHands-on experience with Commvault performance tuning and optimization.Knowledge of Commvault disaster recovery solutions.Experience with Commvault data migration and upgrade projects.Familiarity with Commvault Command Center and other monitoring tools.Understanding of Commvault licensing and compliance requirements.Strong documentation (Confluence), analytical and problem-solving skills.Strong abilities with using the Commvault reporting suite, preferably with knowledge to create custom reportsMust have experience working in a finance background with adherence to strong change management practicesRequired Skills/Experience
The ideal candidate will have the following:Experience in Commvault administration.Understanding of functional requirements and translation of business requirements into technical specifications.Good understanding of traditional Data Centre architecture as well as automation technologies.Working Experience in handling and troubleshooting Commvault systems.Experience in implementing Commvault disaster recovery solutions.Experience in working on Commvault data migration and upgrade projects.Working Experience with Commvault Command Center and other monitoring tools.Demonstrate analytical and problem management skills.Ability to coach less experienced staffIf you are interested in this opportunity, please apply now with your updated CV in Microsoft Word/PDF format.

Disclaimer
Notwithstanding any guidelines given to level of experience sought, we will consider candidates from outside this range if they can demonstrate the necessary competencies.

Square One is acting as both an employment agency and an employment business, and is an equal opportunities recruitment business. Square One embraces diversity and will treat everyone equally. Please see our website for our full diversity statement.",commvault-backup-engineer-2868174,Square One Resources,2025-04-10T07:50:49.386Z
Commvault Backup Engineer Inside Ir35,"North Yorkshire, United Kingdom","Keywords

                        Commvault
                    Recruitment
                    Consulting
                    Data Migration
                    Disaster Recovery
                    Administrative Operations
                    Architecture
                    Confluence
                    Automation
                    Business Requirements
                    Change Management
                    Regulatory Compliance
                    Data Centers
                    Finance
                    Functional Design
                    International Sales
                    Maintenance
                    Oracle Databases
                    Performance Tuning
                    Public Service
                    Recovery Manager (RMAN)
                    Technical Writings
                    IT Recruitment
                    Block Storage
                    Custom Reports
                                                
        Description

        
        A Commvault Backup Engineer is required for an initial 8 month contract. This is a hybrid role and requires 3 days a week on site in Sheffield and is inside IR35 so you will need to work through an FCSA accredited umbrella company

Key skills and experience:
*Experience in Commvault administration, including installation, configuration, and maintenance.
*Must have knowledge and (preferably) experience of Commvault Hyperscale solutions
*Ability to be able to architect and implement a complete new Commvault solution from nothing
*Have a deep understanding of IntelliSnap and its integration with block storage arrays
*Integration of Commvault with RMAN for Oracle Databases
*Hands-on experience with Commvault performance tuning and optimization.
*Knowledge of Commvault disaster recovery solutions.
*Experience with Commvault data migration and upgrade projects.
*Familiarity with Commvault Command Center and other monitoring tools.
*Understanding of Commvault licensing and compliance requirements.
*Strong documentation (Confluence), analytical and problem-solving skills.
*Strong abilities with using the Commvault reporting suite, preferably with knowledge to create custom reports
*Must have experience working in a finance background with adherence to strong change management practices
*Should have 8-10 years of experience in Commvault administration.
*Understanding of functional requirements and translation of business requirements into technical specifications.
*Good understanding of traditional Data Centre architecture as well as automation technologies.
*Working Experience in handling and troubleshooting Commvault systems.
*Experience in implementing Commvault disaster recovery solutions.
*Experience in working on Commvault data migration and upgrade projects.
*Working Experience with Commvault Command Center and other monitoring tools.
*Demonstrate analytical and problem management skills.
*Ability to coach less experienced staff""

LA International is a HMG approved ICT Recruitment and Project Solutions Consultancy, operating globally from the largest single site in the UK as an IT Consultancy or as an Employment Business & Agency depending upon the precise nature of the work, for security cleared jobs or non-clearance vacancies, LA International welcome applications from all sections of the community and from people with diverse experience and backgrounds.

Award Winning LA International, winner of the Recruiter Awards for Excellence, Best IT Recruitment Company, Best Public Sector Recruitment Company and overall Gold Award winner, has now secured the most prestigious business award that any business can receive, The Queens Award for Enterprise: International Trade, for the second consecutive period.",commvault-backup-engineer-inside-ir35,LA International Computer Consultants Ltd,2025-04-10T07:50:49.702Z
Android Senior Developer,"London, United Kingdom","Keywords

                        A/B Testing
                    Android (Software)
                    User Interface Design
                    Recruitment
                    Push Technology
                    Infrastructure Management
                    Model View ViewModel
                    Material Design
                    Systems Integration
                    Firebase
                    Kotlin
                                                
        Description

        
        We are a Global Recruitment specialist that provides support to the clients across EMEA, APAC, US and Canada. Job Title: Android Senior Developer 
 Rate:450 GBP/Day on inside Ir35 
 Possibility of remote work: Hybrid Work - 3 days/week 
 Contract duration: 12 months 
 Location: London 
 Detailed Job Description: 
 -Should be a highly versatile Android Senior Dev with over 10 years' experience. 
 -Must be aware of modernization of the entire Android app, Kotlin, Coroutines, Jetpack 
 -Should be able to use Compose, Navigation component, MVVM, Hilt, Retrofit, Room DB, Material Design. 
 -Must have designed and built core infrastructure and integrations from scratch 
 -Must be aware of A/B testing (Firebase), UI Design System, push notifications, in-app chat support & various security/compliance protocols. 
 Minimum years of experience: 10",android-senior-developer,eTeam Workforce Limited,2025-04-10T07:50:51.883Z
Hiring Devops Lead At Warsaw Poland Hybrid,"Warszawa, Poland","Keywords

                        DevOps
                    Continuous Integration
                    Automation
                    Github
                    Microservices
                    Java (Programming Language)
                    Amazon Web Services
                    Continuous Delivery
                    SonarQube
                    Design Documentation
                    Ideation
                    ReactJS
                    Checkmarx
                    Architecture
                    Test Automation
                    Business Process Improvement
                    Consulting
                    Infrastructure Management
                    Team Building
                    Production Monitoring
                    Jenkins
                                                
        Description

        
        Role : DevOps Lead
Location : Warsaw, Poland (Hybrid)
Rate : 1200PLN/Day

Mandatory Skills
DevOps, CICD, GitHub, SonarQube, Checkmarx

RESPONSIBILITIES:
The DevOps Lead Engineer will own the ideation, design, development, enhancement and continuous improvement of our Continuous Integration and Continuous Deployment CI/CD Pipelines.

Roles and Responsibilities:
Ideation and design - 50% of time:
* Evaluate our current CI Pipelines
* Design new solutions
* Design, develop and constantly improve existing CI/CD Pipelines
* DevOps Engineer will design, develop and constantly improve existing java micro services and UI (React) build Pipelines
* Partner with development team to improve development efficiencies
* Work with architecture team to ideate and design infrastructure, environment, and CI/CD improvements
* Groom stories with the team

Development Work - 50% of time:
* Enhance existing java microservices and UI (React) Pipelines to integrate automated end to end testing improving our confidence in every deployment
* Partner with our automation framework team to create CI solutions that improve automated testing
* As a DevOps Engineer, you will enhance existing SonarQube, Checkmarx capabilities in builds
* Ideate, design and implement enhanced production monitoring across all of our products
* Create new CI/CD Pipelines for new projects
* Implement industry best practices for deployment, monitoring and alerting
* Leads Story grooming and planning sessions with DevOps Team

REQUIREMENTS:
* Bachelor's degree in Computer Science, Engineering or related field
* 6+ Years experience
* Independent self-starting problem solver with a creative passion to develop DevOps solutions with a variety of tools, strategies and techniques
* Design documentation skills
* A DevOps thought leader that can contribute to the constant improvement of our processes
* Experience deploying micro services and UI Apps.
* Working knowledge of branching and merging code in GitHub
* Strong working knowledge of developing CI/CD Pipelines; and strong working knowledge with Jenkins and Github Actions
* Working understanding of AWS Virtual Private Clouds and AWS Networking
* Strong design documentation and communication skills
* A desire to -code- automated Pipeline and AWS solutions vs. building them one off
* Strong working experience of integrating automated end to end testing into CI/CD Pipelines
* Knowledge of industry best practices for DevOps in a Cloud Environment
* Experience working in an Agile environment
* Willingness to mentor and advise other engineering team members
* A solid understanding and passion for Continuous Integration and Continuous Deployment",hiring-devops-lead-at-warsaw-poland-hybrid,infoplus,2025-04-10T07:50:52.261Z
